,tweet_id,viewpoint,incivility
1255179299633737728,1255179299633737728,L2,0.0
1255154866902560768,1255154866902560768,L1,0.0
1255153716526821377,1255153716526821377,L1,0.0
1255155634099703809,1255155634099703809,L1,1.0
1255155882301759488,1255155882301759488,L1,1.0
1255239112082305024,1255239112082305024,L1,0.0
1255160750504640521,1255160750504640521,L1,0.0
1255155931916075014,1255155931916075014,L1,0.0
1255323618705395713,1255323618705395713,L1,0.0
1255160577573433347,1255160577573433347,L1,0.0
1255157240924737541,1255157240924737541,L1,0.0
1255157059269660673,1255157059269660673,L1,1.0
1255156634814418946,1255156634814418946,L2,0.0
1255166375577911296,1255166375577911296,L1,0.0
1255154543308025856,1255154543308025856,L1,0.0
1255203543629398018,1255203543629398018,L1,0.0
1255155499881783298,1255155499881783298,L1,0.0
1255154034647973888,1255154034647973888,L1,0.0
1255192809231069187,1255192809231069187,L1,0.0
1255156875932434438,1255156875932434438,L1,0.0
1255161326260944896,1255161326260944896,L1,0.0
1255156279280111616,1255156279280111616,L1,0.0
1255159938697084936,1255159938697084936,L1,0.0
1255154753581039616,1255154753581039616,L1,0.0
1255158438944006145,1255158438944006145,L1,0.0
1255158032293560323,1255158032293560323,L1,0.0
1255196824937398273,1255196824937398273,L1,1.0
1255158876749443074,1255158876749443074,L1,0.0
1255829139044528128,1255829139044528128,L1,1.0
1256293177084063744,1256293177084063744,L1,0.0
1255700780494942208,1255700780494942208,L1,0.0
1255655530988699648,1255655530988699648,L1,0.0
1440371453115781135,1440371453115781135,L1,0.0
1255429960518569984,1255429960518569984,L1,0.0
1255466355094159361,1255466355094159361,L1,0.0
1255916666535514112,1255916666535514112,L1,0.0
1255863411025612805,1255863411025612805,L1,0.0
1256051585098055682,1256051585098055682,L1,0.0
1255981493484089344,1255981493484089344,L1,0.0
1255701295819657217,1255701295819657217,L1,1.0
1255241541322448896,1255241541322448896,L1,0.0
1255745731094179842,1255745731094179842,L1,0.0
1255664911335788546,1255664911335788546,L1,0.0
1255639962227216385,1255639962227216385,L1,0.0
1255906415178403850,1255906415178403850,L2,0.0
1255293296697577473,1255293296697577473,L1,0.0
1255664185779814400,1255664185779814400,L1,0.0
1256307885832839168,1256307885832839168,L1,0.0
1255924376769355779,1255924376769355779,L1,0.0
1255697574025138176,1255697574025138176,L1,0.0
1256051587790888960,1256051587790888960,L1,0.0
1255626713536450561,1255626713536450561,L1,0.0
1255701082124115968,1255701082124115968,L1,1.0
1255667105917173760,1255667105917173760,L1,0.0
1255917000557297665,1255917000557297665,L1,0.0
1255742388720582657,1255742388720582657,L1,0.0
1256051230897516550,1256051230897516550,L1,1.0
1255701164160512001,1255701164160512001,L1,0.0
1255702452680060928,1255702452680060928,L1,0.0
1255744465341427712,1255744465341427712,L1,0.0
1254844611832557569,1254844611832557569,L1,0.0
1255345700629594112,1255345700629594112,L1,0.0
1255868733878394880,1255868733878394880,L1,0.0
1255918381141803013,1255918381141803013,L1,0.0
1255917883823177730,1255917883823177730,L1,0.0
1256204575104778240,1256204575104778240,L1,0.0
1255811832155176960,1255811832155176960,L1,0.0
1255888889467809793,1255888889467809793,L1,0.0
1255665113148928003,1255665113148928003,L1,0.0
1255912385879179267,1255912385879179267,L1,0.0
1255618345774116864,1255618345774116864,L1,0.0
1254846075237593090,1254846075237593090,L1,0.0
1255647102249709576,1255647102249709576,L1,0.0
1255270225907462146,1255270225907462146,L1,0.0
1255635220533071881,1255635220533071881,L1,0.0
1255975070796787712,1255975070796787712,L1,0.0
1255632038876581888,1255632038876581888,L1,0.0
1255982007043026944,1255982007043026944,L1,1.0
1255240396587835392,1255240396587835392,L2,0.0
1255647382026498051,1255647382026498051,L1,0.0
1255732988064804864,1255732988064804864,L1,0.0
1255864174950875138,1255864174950875138,L1,0.0
1255701257274064897,1255701257274064897,L1,1.0
1255870477307752448,1255870477307752448,L1,0.0
1255828325072805889,1255828325072805889,L1,0.0
1255478968507039747,1255478968507039747,L2,0.0
1255634817040801792,1255634817040801792,L1,0.0
1255522866562564098,1255522866562564098,L1,0.0
1255602535794126849,1255602535794126849,L1,0.0
1255478795357884417,1255478795357884417,L1,0.0
1255509824751710211,1255509824751710211,L1,0.0
1255572763722514433,1255572763722514433,L1,0.0
1255538615431712768,1255538615431712768,L1,0.0
1255540857249443846,1255540857249443846,L1,0.0
1255719268928258049,1255719268928258049,L1,0.0
1255489374910849025,1255489374910849025,L1,0.0
1255500626643103745,1255500626643103745,L1,1.0
1255525561583230976,1255525561583230976,L1,1.0
1256192845423292416,1256192845423292416,L1,0.0
1255511641082540033,1255511641082540033,L1,0.0
1255533981690408960,1255533981690408960,L1,0.0
1255538747933949954,1255538747933949954,L1,0.0
1255816388708642817,1255816388708642817,L1,0.0
1255592474711654405,1255592474711654405,L1,1.0
1255291906541715457,1255291906541715457,L1,0.0
1255568818228912130,1255568818228912130,L1,1.0
1255511097987260418,1255511097987260418,L1,0.0
1255513967197388800,1255513967197388800,L1,0.0
1255531593806086146,1255531593806086146,L1,1.0
1256051874358112256,1256051874358112256,L1,0.0
1256000951422349312,1256000951422349312,L3,0.0
1255683192335425537,1255683192335425537,L1,0.0
1255530940794843137,1255530940794843137,L1,0.0
1255492190496788483,1255492190496788483,L1,1.0
1256056419218063362,1256056419218063362,L1,0.0
1255505683753177088,1255505683753177088,L1,0.0
1255520187954192386,1255520187954192386,L1,0.0
1255512973126316032,1255512973126316032,L1,0.0
1255485036108886017,1255485036108886017,L1,1.0
1255543883896967168,1255543883896967168,L1,0.0
1255597441740570627,1255597441740570627,L1,1.0
1255553729383653376,1255553729383653376,L1,0.0
1256225407461974028,1256225407461974028,L1,0.0
1255511892807778306,1255511892807778306,L1,0.0
1255527808400592902,1255527808400592902,L1,0.0
1255478222973743111,1255478222973743111,L1,1.0
1255290896632942592,1255290896632942592,L1,0.0
1255574101525053440,1255574101525053440,L1,0.0
1255458230878289923,1255458230878289923,L1,0.0
1255851347955421185,1255851347955421185,L1,1.0
1255481806188695552,1255481806188695552,L1,1.0
1255508659884392450,1255508659884392450,L1,0.0
1255515182161440769,1255515182161440769,L1,0.0
1255551642000375809,1255551642000375809,L4,0.0
1257460585995939848,1257460585995939848,L1,0.0
1262727282730426370,1262727282730426370,L1,0.0
1257432509324853249,1257432509324853249,L1,0.0
1257621796813025281,1257621796813025281,L1,0.0
1256931745229950976,1256931745229950976,L1,0.0
1257887809668395009,1257887809668395009,L1,0.0
1256754695118479366,1256754695118479366,L1,0.0
1257443192712159232,1257443192712159232,L1,0.0
1256755312578584576,1256755312578584576,L1,0.0
1255342871726755840,1255342871726755840,L1,0.0
1257459863694848002,1257459863694848002,L1,0.0
1256757125230981120,1256757125230981120,L1,0.0
1255261455663988737,1255261455663988737,L1,0.0
1257442656130646016,1257442656130646016,L1,0.0
1256743174275362818,1256743174275362818,L1,0.0
1255515561997541387,1255515561997541387,L1,0.0
1257475098195513352,1257475098195513352,L1,0.0
1256742706396778496,1256742706396778496,L1,0.0
1268232938006761472,1268232938006761472,L1,0.0
1255306822627610626,1255306822627610626,L1,1.0
1256826832135106561,1256826832135106561,L1,0.0
1256756088268918784,1256756088268918784,L1,1.0
1257006116883628033,1257006116883628033,L1,0.0
1257324983220502534,1257324983220502534,L1,0.0
1256984458714021890,1256984458714021890,L2,0.0
1256769458506473472,1256769458506473472,L1,0.0
1256758271903318017,1256758271903318017,L1,0.0
1257667355011760130,1257667355011760130,L1,1.0
1255255836601049090,1255255836601049090,L1,0.0
1255250640676229120,1255250640676229120,L1,0.0
1255512656716402697,1255512656716402697,L1,0.0
1256730396319821824,1256730396319821824,L1,0.0
1256739251716190208,1256739251716190208,L1,0.0
1256758175073660928,1256758175073660928,L1,0.0
1256769607324631045,1256769607324631045,L1,0.0
1256757478311653377,1256757478311653377,L1,0.0
1257012725844189184,1257012725844189184,L1,0.0
1257459523415130113,1257459523415130113,L1,0.0
1256756967109849088,1256756967109849088,L1,0.0
1256763772049350656,1256763772049350656,L1,0.0
1255537088344272897,1255537088344272897,L1,1.0
1256755409081241607,1256755409081241607,L1,1.0
1257519635269738497,1257519635269738497,L1,0.0
1256756941390569472,1256756941390569472,L1,0.0
1258881110739767299,1258881110739767299,L1,0.0
1256755980311891973,1256755980311891973,L1,1.0
1255591118953222144,1255591118953222144,L1,0.0
1268232665200766979,1268232665200766979,L1,1.0
1257836271268921349,1257836271268921349,L1,0.0
1256778479237922816,1256778479237922816,L1,0.0
1256894993924579328,1256894993924579328,L1,0.0
1255514261557837827,1255514261557837827,L1,1.0
1256771525136580615,1256771525136580615,L1,0.0
1257643617599975425,1257643617599975425,L1,0.0
1257461457501016064,1257461457501016064,L1,0.0
1257434396174491654,1257434396174491654,L1,0.0
1256758685256134656,1256758685256134656,L1,0.0
1256860033230536704,1256860033230536704,L1,0.0
1256771129907335172,1256771129907335172,L1,0.0
1256770750238920704,1256770750238920704,L1,0.0
1268225986430148609,1268225986430148609,L1,0.0
1256815710216630272,1256815710216630272,L1,0.0
1255896293781708800,1255896293781708800,L1,0.0
1255979308608258049,1255979308608258049,L1,0.0
1255174924165017602,1255174924165017602,L1,0.0
1255163816805052416,1255163816805052416,L2,0.0
1255282315477073920,1255282315477073920,L1,0.0
1255307335293177857,1255307335293177857,L1,0.0
1255284866809290752,1255284866809290752,L4,0.0
1255443374036914176,1255443374036914176,L1,0.0
1255315503427584003,1255315503427584003,L1,0.0
1255282303393320962,1255282303393320962,L1,0.0
1255296235864559616,1255296235864559616,L1,0.0
1255295732317290499,1255295732317290499,L2,0.0
1255295286693498880,1255295286693498880,L3,1.0
1255230246904832000,1255230246904832000,L1,0.0
1255165806016634880,1255165806016634880,L2,0.0
1255598241112039435,1255598241112039435,L1,0.0
1255193458614165506,1255193458614165506,L1,0.0
1255205270621425666,1255205270621425666,L1,0.0
1255195608564019201,1255195608564019201,L1,0.0
1255175228377964544,1255175228377964544,L1,0.0
1255206290500079617,1255206290500079617,L1,1.0
1255175221188976641,1255175221188976641,L1,1.0
1255191696599638022,1255191696599638022,L1,0.0
1255178393483489281,1255178393483489281,L1,0.0
1255174918175551488,1255174918175551488,L1,0.0
1255277647711567873,1255277647711567873,L1,0.0
1255178744056160257,1255178744056160257,L1,1.0
1255233821806559232,1255233821806559232,L1,0.0
1255197106983313408,1255197106983313408,L1,0.0
1255177692573503498,1255177692573503498,L1,0.0
1255178361376321539,1255178361376321539,L1,0.0
1255423301092093954,1255423301092093954,L1,0.0
1255181402963927042,1255181402963927042,L1,0.0
1255178073659457536,1255178073659457536,L1,0.0
1255175643903356929,1255175643903356929,L1,0.0
1255174058272063488,1255174058272063488,L1,0.0
1255175203425972225,1255175203425972225,L1,0.0
1255235463910170628,1255235463910170628,L1,0.0
1255175324649656321,1255175324649656321,L1,0.0
1255206774489178112,1255206774489178112,L1,0.0
1255174727427112961,1255174727427112961,L1,0.0
1255186003616313344,1255186003616313344,L1,0.0
1255176315155689472,1255176315155689472,L1,0.0
1255180298502811648,1255180298502811648,L1,0.0
1255179728555655169,1255179728555655169,L4,0.0
1255178062800568328,1255178062800568328,L1,0.0
1255174778798985218,1255174778798985218,L1,0.0
1255175434586722304,1255175434586722304,L1,0.0
1255175532783771649,1255175532783771649,L1,0.0
1255177870214721536,1255177870214721536,L1,0.0
1255174742996324352,1255174742996324352,L1,0.0
1255175143061479426,1255175143061479426,L1,0.0
1255178188579373057,1255178188579373057,L1,0.0
1255175278688473089,1255175278688473089,L1,0.0
1255175871737942016,1255175871737942016,L1,0.0
1255175292512952320,1255175292512952320,L1,0.0
1255183251699720193,1255183251699720193,L1,0.0
1255278255453736962,1255278255453736962,L1,0.0
1255236164648394753,1255236164648394753,L1,0.0
1255255949281034241,1255255949281034241,L1,0.0
1255176922436448258,1255176922436448258,L1,0.0
1255175651776172038,1255175651776172038,L1,0.0
1255175966894292994,1255175966894292994,L1,0.0
1255184386628042752,1255184386628042752,L1,0.0
1255175193527386113,1255175193527386113,L1,1.0
1255174551966810112,1255174551966810112,L4,0.0
1255511379160829960,1255511379160829960,L1,0.0
1255530934713147394,1255530934713147394,L1,0.0
1255294628489805825,1255294628489805825,L1,1.0
1255318812620132354,1255318812620132354,L1,0.0
1255299661075808260,1255299661075808260,L1,0.0
1255338060562210816,1255338060562210816,L1,0.0
1255338515040284672,1255338515040284672,L1,0.0
1255355892498923520,1255355892498923520,L1,1.0
1255295856137338881,1255295856137338881,L1,1.0
1255262212471623682,1255262212471623682,L1,0.0
1255297906581659650,1255297906581659650,L1,0.0
1255494242186772484,1255494242186772484,L1,1.0
1255332505181466626,1255332505181466626,L1,0.0
1255294987228626945,1255294987228626945,L1,1.0
1255583049573515264,1255583049573515264,L1,0.0
1255467800908501016,1255467800908501016,L1,0.0
1255669051243683840,1255669051243683840,L1,1.0
1255298323914858497,1255298323914858497,L1,0.0
1255393712638758912,1255393712638758912,L1,0.0
1255631531084861442,1255631531084861442,L1,0.0
1255547299029270529,1255547299029270529,L1,1.0
1255322995314352131,1255322995314352131,L1,1.0
1255302297380364293,1255302297380364293,L1,0.0
1255325013189767169,1255325013189767169,L1,1.0
1255506528238436352,1255506528238436352,L1,0.0
1255251634202042368,1255251634202042368,L1,0.0
1255308247604645888,1255308247604645888,L1,1.0
1255337661188968448,1255337661188968448,L1,0.0
1255632722619502592,1255632722619502592,L1,0.0
1255325321483751424,1255325321483751424,L1,1.0
1255512066678546432,1255512066678546432,L1,0.0
1255323600875401216,1255323600875401216,L1,0.0
1255511477156548609,1255511477156548609,L1,0.0
1255262471952257024,1255262471952257024,L1,0.0
1255360289673003008,1255360289673003008,L1,0.0
1255483669147418625,1255483669147418625,L1,1.0
1255270513678614531,1255270513678614531,L1,0.0
1255331999792930816,1255331999792930816,L1,0.0
1255505756155252737,1255505756155252737,L1,0.0
1255505888259031041,1255505888259031041,L1,0.0
1255333813439397890,1255333813439397890,L1,0.0
1255253439799574528,1255253439799574528,L1,0.0
1255531478357807104,1255531478357807104,L1,0.0
1255475521879773187,1255475521879773187,L1,1.0
1255317386451968001,1255317386451968001,L1,0.0
1255305586272501762,1255305586272501762,L1,0.0
1255299614078570498,1255299614078570498,L1,0.0
1255593446888308736,1255593446888308736,L1,0.0
1255327866637746176,1255327866637746176,L1,1.0
1255338436036308996,1255338436036308996,L1,0.0
1255504452162924544,1255504452162924544,L1,0.0
1255249212545159168,1255249212545159168,L1,0.0
1255885216427708421,1255885216427708421,L1,0.0
1255326006363160576,1255326006363160576,L1,1.0
1255506222918307842,1255506222918307842,L3,0.0
1256323483170009088,1256323483170009088,L1,0.0
1254916898275373057,1254916898275373057,L1,0.0
1256315980839448576,1256315980839448576,L1,0.0
1255177813721665536,1255177813721665536,L2,0.0
1256325623875694592,1256325623875694592,L1,0.0
1254822916795088898,1254822916795088898,L1,0.0
1254868067361927168,1254868067361927168,L1,0.0
1256316857721802752,1256316857721802752,L1,0.0
1255183773588742147,1255183773588742147,L1,0.0
1256325668247203840,1256325668247203840,L1,0.0
1255153113058603011,1255153113058603011,L1,0.0
1256263760001540096,1256263760001540096,L1,0.0
1254916949131354123,1254916949131354123,L1,0.0
1254856383410790402,1254856383410790402,L2,0.0
1254890839870001158,1254890839870001158,L1,0.0
1255179460493574144,1255179460493574144,L1,0.0
1254908708204744705,1254908708204744705,L1,0.0
1256324426104102912,1256324426104102912,L1,0.0
1256261651936030720,1256261651936030720,L1,0.0
1255174369854226433,1255174369854226433,L1,0.0
1256324545847291905,1256324545847291905,L1,0.0
1254907930446565381,1254907930446565381,L1,0.0
1256324397259911168,1256324397259911168,L1,0.0
1254851775947030528,1254851775947030528,L1,0.0
1254841769839091712,1254841769839091712,L1,0.0
1255174531901202432,1255174531901202432,L1,0.0
1257795724470816773,1257795724470816773,L1,0.0
1255651369207250944,1255651369207250944,L1,0.0
1271042703158099968,1271042703158099968,L1,0.0
1264936368804818946,1264936368804818946,L1,0.0
1257748103249178625,1257748103249178625,L1,0.0
1259009006426746880,1259009006426746880,L1,0.0
1255194081342500868,1255194081342500868,L1,1.0
1262614914562228224,1262614914562228224,L1,0.0
1257932772695371782,1257932772695371782,L1,0.0
1259010148212695041,1259010148212695041,L1,0.0
1262244894115950592,1262244894115950592,L1,1.0
1255638450432208897,1255638450432208897,L1,0.0
1271179424386465793,1271179424386465793,L1,0.0
1278546252435558401,1278546252435558401,L1,1.0
1262496071810379777,1262496071810379777,L1,1.0
1257840316012474373,1257840316012474373,L1,0.0
1258258608728539136,1258258608728539136,L1,1.0
1257945880260481025,1257945880260481025,L1,0.0
1260582848223944709,1260582848223944709,L1,0.0
1257924036392374274,1257924036392374274,L1,1.0
1255182822412898316,1255182822412898316,L1,1.0
1258258279668559872,1258258279668559872,L1,0.0
1271179871192903680,1271179871192903680,L1,1.0
1258256235784257536,1258256235784257536,L1,0.0
1257739966152609793,1257739966152609793,L1,0.0
1255295360265785345,1255295360265785345,L2,0.0
1263631689668005889,1263631689668005889,L1,1.0
1264945442451750912,1264945442451750912,L1,1.0
1257822205381152768,1257822205381152768,L1,0.0
1259588435150438400,1259588435150438400,L1,0.0
1258218709493133312,1258218709493133312,L1,1.0
1265503416710844416,1265503416710844416,L1,0.0
1255153371922575360,1255153371922575360,L1,0.0
1255115069790306304,1255115069790306304,L1,1.0
1258579458891661313,1258579458891661313,L1,1.0
1257728289004797956,1257728289004797956,L1,0.0
1257744711009423361,1257744711009423361,L1,0.0
1259786562881179648,1259786562881179648,L1,0.0
1258578417882148866,1258578417882148866,L1,1.0
1258014520162697216,1258014520162697216,L1,0.0
1260249743013314568,1260249743013314568,L1,0.0
1313561273435598853,1313561273435598853,L1,0.0
1255196781505208321,1255196781505208321,L1,0.0
1255116108845191168,1255116108845191168,L1,0.0
1255107148469743617,1255107148469743617,L1,0.0
1255885778955075586,1255885778955075586,L1,1.0
1255629496071475201,1255629496071475201,L1,0.0
1255649828559822848,1255649828559822848,L1,0.0
1255649287746334728,1255649287746334728,L1,0.0
1255643819384754176,1255643819384754176,L1,0.0
1255641487251046400,1255641487251046400,L1,0.0
1255396934535217155,1255396934535217155,L1,0.0
1255179790618853378,1255179790618853378,L1,0.0
1255590989491834880,1255590989491834880,L1,0.0
1255643420238008320,1255643420238008320,L1,0.0
1255577316689948673,1255577316689948673,L1,0.0
1255922765833678848,1255922765833678848,L1,0.0
1255897457881427970,1255897457881427970,L1,0.0
1255669227572396033,1255669227572396033,L1,1.0
1258027039464062979,1258027039464062979,L1,1.0
1255763313964675072,1255763313964675072,L1,1.0
1256378069142700039,1256378069142700039,L1,0.0
1255642886554693639,1255642886554693639,L1,0.0
1255641744110215170,1255641744110215170,L1,0.0
1256380579970416640,1256380579970416640,L1,0.0
1265096846549987328,1265096846549987328,L1,1.0
1255642168024272896,1255642168024272896,L1,0.0
1255082557684748288,1255082557684748288,L1,0.0
1255650167526772736,1255650167526772736,L1,0.0
1255647588201762817,1255647588201762817,L1,0.0
1255083619447525376,1255083619447525376,L1,0.0
1255635445037387782,1255635445037387782,L1,0.0
1255646136779657219,1255646136779657219,L1,0.0
1255478221367324674,1255478221367324674,L1,0.0
1255644361200730113,1255644361200730113,L1,0.0
1255594740944379905,1255594740944379905,L1,0.0
1255642981748654081,1255642981748654081,L1,0.0
1255613157613207552,1255613157613207552,L1,1.0
1257714073262632960,1257714073262632960,L1,0.0
1255918104015667201,1255918104015667201,L1,1.0
1255590601615163393,1255590601615163393,L1,0.0
1255150814168903681,1255150814168903681,L1,0.0
1255870893806571521,1255870893806571521,L1,1.0
1255616569566265349,1255616569566265349,L1,0.0
1255208157535756290,1255208157535756290,L1,1.0
1255643634038460417,1255643634038460417,L1,1.0
1255636671762219011,1255636671762219011,L1,0.0
1260994305755234304,1260994305755234304,L1,0.0
1255638556921540608,1255638556921540608,L1,0.0
1255618473843142657,1255618473843142657,L1,0.0
1255149556427182081,1255149556427182081,L1,0.0
1255924740423921665,1255924740423921665,L1,0.0
1255646403935776769,1255646403935776769,L1,0.0
1255151285772226563,1255151285772226563,L1,0.0
1255644607276253184,1255644607276253184,L1,0.0
1255647068934287365,1255647068934287365,L1,0.0
1255652605138735107,1255652605138735107,L1,0.0
1255199999253757952,1255199999253757952,L1,0.0
1255105282444853251,1255105282444853251,L1,0.0
1256046195388166144,1256046195388166144,L1,0.0
1255479391490113536,1255479391490113536,L1,0.0
1255648017899753477,1255648017899753477,L1,0.0
1255122504189870080,1255122504189870080,L1,0.0
1255224284458504201,1255224284458504201,L1,0.0
1255917463260332034,1255917463260332034,L1,1.0
1255618267676323847,1255618267676323847,L1,1.0
1255637912370188289,1255637912370188289,L1,0.0
1255648738460254210,1255648738460254210,L1,0.0
1255650823671029760,1255650823671029760,L2,0.0
1255595366625484803,1255595366625484803,L1,0.0
1255577159676067841,1255577159676067841,L1,0.0
1255737638050562048,1255737638050562048,L1,1.0
1255332875722985480,1255332875722985480,L1,0.0
1255310458132795392,1255310458132795392,L1,0.0
1255331509554286592,1255331509554286592,L1,0.0
1255368959924277250,1255368959924277250,L1,0.0
1255266812645826561,1255266812645826561,L1,0.0
1255575481518370816,1255575481518370816,L1,0.0
1255453004653891586,1255453004653891586,L1,0.0
1255343249704747008,1255343249704747008,L1,0.0
1255262571327823872,1255262571327823872,L1,0.0
1255310702815952898,1255310702815952898,L1,0.0
1255276327671926787,1255276327671926787,L1,0.0
1255262553636319233,1255262553636319233,L1,0.0
1255289509870272512,1255289509870272512,L1,0.0
1255340320105136128,1255340320105136128,L1,0.0
1255348171125002240,1255348171125002240,L1,0.0
1255395231584919554,1255395231584919554,L1,0.0
1255267817869512706,1255267817869512706,L1,0.0
1255264447515496448,1255264447515496448,L1,0.0
1255261790084177923,1255261790084177923,L1,1.0
1255260077939994629,1255260077939994629,L1,0.0
1246338989533126656,1246338989533126656,L1,0.0
1255344986117345280,1255344986117345280,L1,0.0
1255277721602666496,1255277721602666496,L1,0.0
1255358180751802371,1255358180751802371,L1,0.0
1255328589731561472,1255328589731561472,L1,0.0
1255256735520108550,1255256735520108550,L1,0.0
1255290549910765568,1255290549910765568,L1,0.0
1255284563376517123,1255284563376517123,L1,1.0
1255261807842856961,1255261807842856961,L1,0.0
1255262188438196225,1255262188438196225,L1,0.0
1255268579588669442,1255268579588669442,L1,0.0
1255263148040491015,1255263148040491015,L1,1.0
1255258695568678915,1255258695568678915,L1,0.0
1255280400181743621,1255280400181743621,L1,0.0
1255266134795960321,1255266134795960321,L1,0.0
1255309762289455105,1255309762289455105,L1,0.0
1255267150597697538,1255267150597697538,L2,0.0
1255266809957289984,1255266809957289984,L1,0.0
1255265331410538499,1255265331410538499,L2,0.0
1255271970985426945,1255271970985426945,L1,1.0
1255263783691464706,1255263783691464706,L1,0.0
1255264203394420738,1255264203394420738,L1,0.0
1255261268447055877,1255261268447055877,L1,0.0
1255263941921509377,1255263941921509377,L1,0.0
1255261612480630785,1255261612480630785,L1,1.0
1255288994461618180,1255288994461618180,L1,0.0
1255260778380365826,1255260778380365826,L1,0.0
1255478818854375432,1255478818854375432,L1,0.0
1255338885518888960,1255338885518888960,L1,1.0
1255263252419940355,1255263252419940355,L1,1.0
1255356449334661120,1255356449334661120,L1,0.0
1256195144791007232,1256195144791007232,L1,0.0
1255267465753485315,1255267465753485315,L1,1.0
1255368379013181440,1255368379013181440,L1,0.0
1255622704377536515,1255622704377536515,L1,0.0
1255517199009304578,1255517199009304578,L1,1.0
1257147766582763521,1257147766582763521,L1,1.0
1257000968560009217,1257000968560009217,L1,1.0
1255295415395721218,1255295415395721218,L1,1.0
1255362928309608448,1255362928309608448,L1,1.0
1255282327770599425,1255282327770599425,L1,0.0
1255337590376607744,1255337590376607744,L1,1.0
1255371924466733056,1255371924466733056,L1,0.0
1255338613925187584,1255338613925187584,L1,0.0
1255375490615042049,1255375490615042049,L1,1.0
1255398411915984898,1255398411915984898,L1,1.0
1255627387242348544,1255627387242348544,L1,0.0
1255569743408279552,1255569743408279552,L1,1.0
1255156309680443392,1255156309680443392,L1,0.0
1255398211809882114,1255398211809882114,L1,1.0
1255299331504189445,1255299331504189445,L1,0.0
1255361782698385408,1255361782698385408,L2,0.0
1255273061080842241,1255273061080842241,L1,0.0
1255294168961777666,1255294168961777666,L1,0.0
1255329184156655617,1255329184156655617,L1,0.0
1255327938096123905,1255327938096123905,L1,0.0
1255272794524454912,1255272794524454912,L1,1.0
1255271138093129728,1255271138093129728,L1,0.0
1255338904905023489,1255338904905023489,L1,1.0
1255296687125475328,1255296687125475328,L1,0.0
1255167519746330626,1255167519746330626,L1,1.0
1255168031551942656,1255168031551942656,L1,0.0
1257081280434442240,1257081280434442240,L1,1.0
1255309983035596804,1255309983035596804,L1,0.0
1255297197127741448,1255297197127741448,L1,0.0
1255263843321856000,1255263843321856000,L1,0.0
1255349471271157763,1255349471271157763,L3,1.0
1255338439035191297,1255338439035191297,L1,1.0
1255610992219865088,1255610992219865088,L1,1.0
1258259621233299457,1258259621233299457,L1,0.0
1255425140374061061,1255425140374061061,L1,0.0
1255500771501670400,1255500771501670400,L1,1.0
1255473492872638470,1255473492872638470,L1,1.0
1255339726225248258,1255339726225248258,L3,1.0
1255157402854469634,1255157402854469634,L3,1.0
1255268893662347274,1255268893662347274,L1,0.0
1255686358892376065,1255686358892376065,L1,1.0
1255312174614020096,1255312174614020096,L1,1.0
1255346578442858499,1255346578442858499,L1,0.0
1255344025802080256,1255344025802080256,L1,1.0
1255720792463212546,1255720792463212546,L1,0.0
1255807435358507008,1255807435358507008,L1,0.0
1255159621662257154,1255159621662257154,L1,0.0
1255419775100030978,1255419775100030978,L1,1.0
1255264469678252032,1255264469678252032,L1,1.0
1255330091913097217,1255330091913097217,L1,1.0
1255344654809210881,1255344654809210881,L1,1.0
1255368048242024450,1255368048242024450,L1,1.0
1255225134144729088,1255225134144729088,L3,1.0
1255338746792292355,1255338746792292355,L2,0.0
1255253650785669121,1255253650785669121,L1,1.0
1255579559401054213,1255579559401054213,L1,0.0
1255465996535697409,1255465996535697409,L1,0.0
1255274783966707713,1255274783966707713,L1,0.0
1255461631070437377,1255461631070437377,L1,0.0
1255239270492667906,1255239270492667906,L2,0.0
1255351744785244160,1255351744785244160,L3,1.0
1255462823775346691,1255462823775346691,L1,0.0
1255316555149316099,1255316555149316099,L1,0.0
1255241441573515264,1255241441573515264,L3,0.0
1255238633159897089,1255238633159897089,L1,1.0
1255279550369579008,1255279550369579008,L1,0.0
1255246991514370048,1255246991514370048,L1,0.0
1255330527290306561,1255330527290306561,L1,0.0
1255330605270798336,1255330605270798336,L1,0.0
1255831270715785217,1255831270715785217,L1,0.0
1255267668682330112,1255267668682330112,L1,0.0
1255275481710186496,1255275481710186496,L1,0.0
1255305737028411393,1255305737028411393,L1,0.0
1255237784358576133,1255237784358576133,L1,0.0
1255239110891057154,1255239110891057154,L1,0.0
1255268417587818497,1255268417587818497,L1,0.0
1255239885558030344,1255239885558030344,L3,0.0
1255332991167074305,1255332991167074305,L3,0.0
1255278386622103553,1255278386622103553,L1,1.0
1255239242235752449,1255239242235752449,L1,0.0
1255252461092290562,1255252461092290562,L1,1.0
1255224666442084357,1255224666442084357,L1,0.0
1255281411147345921,1255281411147345921,L1,0.0
1255246562801876993,1255246562801876993,L1,0.0
1255229926602690562,1255229926602690562,L1,0.0
1255270841035771905,1255270841035771905,L1,0.0
1255257984571248640,1255257984571248640,L3,0.0
1255460414076456960,1255460414076456960,L1,0.0
1255264225104146439,1255264225104146439,L1,0.0
1255249824267538433,1255249824267538433,L2,0.0
1255240031297470474,1255240031297470474,L1,0.0
1255330847420493824,1255330847420493824,L1,1.0
1255514451660455942,1255514451660455942,L1,0.0
1255316732144648192,1255316732144648192,L1,0.0
1255371688415506432,1255371688415506432,L1,0.0
1255330447380406272,1255330447380406272,L1,0.0
